#file-version:0.1
#Dict{String,Any}(Pair{String,Any}("estimation-args", Dict{String,Any}(Pair{String,Any}("delta_ball", 0.015),Pair{String,Any}("num-per-dim", 0x0000000000000065),Pair{String,Any}("delta_t", 0.06),Pair{String,Any}("bounds", [0.0 2.0; 0.0 3.0]))),Pair{String,Any}("model-params", Dict{String,Any}(Pair{String,Any}("u+", 0.5),Pair{String,Any}("u-", -0.5))),Pair{String,Any}("model", "consum"),Pair{String,Any}("dimension", 2))
[1.46, 1.14]; 1
[1.48, 1.14]; 1
[1.5, 1.14]; 1
[1.52, 1.14]; 1
[1.54, 1.14]; 1
[1.56, 1.14]; 1
[1.58, 1.14]; 1
[1.6, 1.14]; 1
[1.62, 1.14]; 0
[1.64, 1.14]; 0
[1.66, 1.14]; 0
[1.68, 1.14]; 0
[1.7, 1.14]; 0
[1.72, 1.14]; 0
[1.74, 1.14]; 0
[1.76, 1.14]; 0
[1.78, 1.14]; 0
[1.8, 1.14]; 0
[1.82, 1.14]; 0
[1.84, 1.14]; 0
[1.86, 1.14]; 0
[1.88, 1.14]; 0
[1.9, 1.14]; 0
[1.92, 1.14]; 0
[1.94, 1.14]; 0
[1.96, 1.14]; 0
[1.98, 1.14]; 0
[2.0, 1.14]; 0
[0.0, 1.17]; 0
[0.02, 1.17]; 0
[0.04, 1.17]; 0
[0.06, 1.17]; 0
[0.08, 1.17]; 0
[0.1, 1.17]; 0
[0.12, 1.17]; 0
[0.14, 1.17]; 0
[0.16, 1.17]; 0
[0.18, 1.17]; 0
[0.2, 1.17]; 0
[0.22, 1.17]; 0
[0.24, 1.17]; 0
[0.26, 1.17]; 0
[0.28, 1.17]; 0
[0.3, 1.17]; 0
[0.32, 1.17]; 0
[0.34, 1.17]; 0
[0.36, 1.17]; 0
[0.38, 1.17]; 0
[0.4, 1.17]; 0
[0.42, 1.17]; 0
[0.44, 1.17]; 0
[0.46, 1.17]; 0
[0.48, 1.17]; 0
[0.5, 1.17]; 0
[0.52, 1.17]; 0
[0.54, 1.17]; 0
[0.56, 1.17]; 0
[0.58, 1.17]; 0
[0.6, 1.17]; 0
[0.62, 1.17]; 1
[0.64, 1.17]; 1
[0.66, 1.17]; 1
[0.68, 1.17]; 1
[0.7, 1.17]; 1
[0.72, 1.17]; 1
[0.74, 1.17]; 1
[0.76, 1.17]; 1
[0.78, 1.17]; 1
[0.8, 1.17]; 1
[0.82, 1.17]; 1
[0.84, 1.17]; 1
[0.86, 1.17]; 1
[0.88, 1.17]; 1
[0.9, 1.17]; 1
[0.92, 1.17]; 1
[0.94, 1.17]; 1
[0.96, 1.17]; 1
[0.98, 1.17]; 1
[1.0, 1.17]; 1
[1.02, 1.17]; 1
[1.04, 1.17]; 1
[1.06, 1.17]; 1
[1.08, 1.17]; 1
[1.1, 1.17]; 1
[1.12, 1.17]; 1
[1.14, 1.17]; 1
[1.16, 1.17]; 1
[1.18, 1.17]; 1
[1.2, 1.17]; 1
[1.22, 1.17]; 1
[1.24, 1.17]; 1
[1.26, 1.17]; 1
[1.28, 1.17]; 1
[1.3, 1.17]; 1
[1.32, 1.17]; 1
[1.34, 1.17]; 1
[1.36, 1.17]; 1
[1.38, 1.17]; 1
[1.4, 1.17]; 1
[1.42, 1.17]; 1
[1.44, 1.17]; 1
[1.46, 1.17]; 1
[1.48, 1.17]; 1
[1.5, 1.17]; 1
[1.52, 1.17]; 1
[1.54, 1.17]; 1
[1.56, 1.17]; 1
[1.58, 1.17]; 1
[1.6, 1.17]; 1
[1.62, 1.17]; 1
[1.64, 1.17]; 0
[1.66, 1.17]; 0
[1.68, 1.17]; 0
[1.7, 1.17]; 0
[1.72, 1.17]; 0
[1.74, 1.17]; 0
[1.76, 1.17]; 0
[1.78, 1.17]; 0
[1.8, 1.17]; 0
[1.82, 1.17]; 0
[1.84, 1.17]; 0
[1.86, 1.17]; 0
[1.88, 1.17]; 0
[1.9, 1.17]; 0
[1.92, 1.17]; 0
[1.94, 1.17]; 0
[1.96, 1.17]; 0
[1.98, 1.17]; 0
[2.0, 1.17]; 0
[0.0, 1.2]; 0
[0.02, 1.2]; 0
[0.04, 1.2]; 0
[0.06, 1.2]; 0
[0.08, 1.2]; 0
[0.1, 1.2]; 0
[0.12, 1.2]; 0
[0.14, 1.2]; 0
[0.16, 1.2]; 0
[0.18, 1.2]; 0
[0.2, 1.2]; 0
[0.22, 1.2]; 0
[0.24, 1.2]; 0
[0.26, 1.2]; 0
[0.28, 1.2]; 0
[0.3, 1.2]; 0
[0.32, 1.2]; 0
[0.34, 1.2]; 0
[0.36, 1.2]; 0
[0.38, 1.2]; 0
[0.4, 1.2]; 0
[0.42, 1.2]; 0
[0.44, 1.2]; 0
[0.46, 1.2]; 0
[0.48, 1.2]; 0
[0.5, 1.2]; 0
[0.52, 1.2]; 0
[0.54, 1.2]; 0
[0.56, 1.2]; 0
[0.58, 1.2]; 0
[0.6, 1.2]; 0
[0.62, 1.2]; 0
[0.64, 1.2]; 1
[0.66, 1.2]; 1
[0.68, 1.2]; 1
[0.7, 1.2]; 1
[0.72, 1.2]; 1
[0.74, 1.2]; 1
[0.76, 1.2]; 1
[0.78, 1.2]; 1
[0.8, 1.2]; 1
[0.82, 1.2]; 1
[0.84, 1.2]; 1
[0.86, 1.2]; 1
[0.88, 1.2]; 1
[0.9, 1.2]; 1
[0.92, 1.2]; 1
[0.94, 1.2]; 1
[0.96, 1.2]; 1
[0.98, 1.2]; 1
[1.0, 1.2]; 1
[1.02, 1.2]; 1
[1.04, 1.2]; 1
[1.06, 1.2]; 1
[1.08, 1.2]; 1
[1.1, 1.2]; 1
[1.12, 1.2]; 1
[1.14, 1.2]; 1
[1.16, 1.2]; 1
[1.18, 1.2]; 1
[1.2, 1.2]; 1
[1.22, 1.2]; 1
[1.24, 1.2]; 1
[1.26, 1.2]; 1
[1.28, 1.2]; 1
[1.3, 1.2]; 1
[1.32, 1.2]; 1
[1.34, 1.2]; 1
[1.36, 1.2]; 1
[1.38, 1.2]; 1
[1.4, 1.2]; 1
[1.42, 1.2]; 1
[1.44, 1.2]; 1
[1.46, 1.2]; 1
[1.48, 1.2]; 1
[1.5, 1.2]; 1
[1.52, 1.2]; 1
[1.54, 1.2]; 1
[1.56, 1.2]; 1
[1.58, 1.2]; 1
[1.6, 1.2]; 1
[1.62, 1.2]; 1
[1.64, 1.2]; 1
[1.66, 1.2]; 1
[1.68, 1.2]; 0
[1.7, 1.2]; 0
[1.72, 1.2]; 0
[1.74, 1.2]; 0
[1.76, 1.2]; 0
[1.78, 1.2]; 0
[1.8, 1.2]; 0
[1.82, 1.2]; 0
[1.84, 1.2]; 0
[1.86, 1.2]; 0
[1.88, 1.2]; 0
[1.9, 1.2]; 0
[1.92, 1.2]; 0
[1.94, 1.2]; 0
[1.96, 1.2]; 0
[1.98, 1.2]; 0
[2.0, 1.2]; 0
[0.0, 1.23]; 0
[0.02, 1.23]; 0
[0.04, 1.23]; 0
[0.06, 1.23]; 0
[0.08, 1.23]; 0
[0.1, 1.23]; 0
[0.12, 1.23]; 0
[0.14, 1.23]; 0
[0.16, 1.23]; 0
[0.18, 1.23]; 0
[0.2, 1.23]; 0
[0.22, 1.23]; 0
[0.24, 1.23]; 0
[0.26, 1.23]; 0
[0.28, 1.23]; 0
[0.3, 1.23]; 0
[0.32, 1.23]; 0
[0.34, 1.23]; 0
[0.36, 1.23]; 0
[0.38, 1.23]; 0
[0.4, 1.23]; 0
[0.42, 1.23]; 0
[0.44, 1.23]; 0
[0.46, 1.23]; 0
[0.48, 1.23]; 0
[0.5, 1.23]; 0
[0.52, 1.23]; 0
[0.54, 1.23]; 0
[0.56, 1.23]; 0
[0.58, 1.23]; 0
[0.6, 1.23]; 0
[0.62, 1.23]; 0
[0.64, 1.23]; 0
[0.66, 1.23]; 1
[0.68, 1.23]; 1
[0.7, 1.23]; 1
[0.72, 1.23]; 1
[0.74, 1.23]; 1
[0.76, 1.23]; 1
[0.78, 1.23]; 1
[0.8, 1.23]; 1
[0.82, 1.23]; 1
[0.84, 1.23]; 1
[0.86, 1.23]; 1
[0.88, 1.23]; 1
[0.9, 1.23]; 1
[0.92, 1.23]; 1
[0.94, 1.23]; 1
[0.96, 1.23]; 1
[0.98, 1.23]; 1
[1.0, 1.23]; 1
[1.02, 1.23]; 1
[1.04, 1.23]; 1
[1.06, 1.23]; 1
[1.08, 1.23]; 1
[1.1, 1.23]; 1
[1.12, 1.23]; 1
[1.14, 1.23]; 1
[1.16, 1.23]; 1
[1.18, 1.23]; 1
[1.2, 1.23]; 1
[1.22, 1.23]; 1
[1.24, 1.23]; 1
[1.26, 1.23]; 1
[1.28, 1.23]; 1
[1.3, 1.23]; 1
[1.32, 1.23]; 1
[1.34, 1.23]; 1
[1.36, 1.23]; 1
[1.38, 1.23]; 1
[1.4, 1.23]; 1
[1.42, 1.23]; 1
[1.44, 1.23]; 1
[1.46, 1.23]; 1
[1.48, 1.23]; 1
[1.5, 1.23]; 1
[1.52, 1.23]; 1
[1.54, 1.23]; 1
[1.56, 1.23]; 1
[1.58, 1.23]; 1
[1.6, 1.23]; 1
[1.62, 1.23]; 1
[1.64, 1.23]; 1
[1.66, 1.23]; 1
[1.68, 1.23]; 0
[1.7, 1.23]; 0
[1.72, 1.23]; 0
[1.74, 1.23]; 0
[1.76, 1.23]; 0
[1.78, 1.23]; 0
[1.8, 1.23]; 0
[1.82, 1.23]; 0
[1.84, 1.23]; 0
[1.86, 1.23]; 0
[1.88, 1.23]; 0
[1.9, 1.23]; 0
[1.92, 1.23]; 0
[1.94, 1.23]; 0
[1.96, 1.23]; 0
[1.98, 1.23]; 0
[2.0, 1.23]; 0
[0.0, 1.26]; 0
[0.02, 1.26]; 0
[0.04, 1.26]; 0
[0.06, 1.26]; 0
[0.08, 1.26]; 0
[0.1, 1.26]; 0
[0.12, 1.26]; 0
[0.14, 1.26]; 0
[0.16, 1.26]; 0
[0.18, 1.26]; 0
[0.2, 1.26]; 0
[0.22, 1.26]; 0
[0.24, 1.26]; 0
[0.26, 1.26]; 0
[0.28, 1.26]; 0
[0.3, 1.26]; 0
[0.32, 1.26]; 0
[0.34, 1.26]; 0
[0.36, 1.26]; 0
[0.38, 1.26]; 0
[0.4, 1.26]; 0
[0.42, 1.26]; 0
[0.44, 1.26]; 0
[0.46, 1.26]; 0
[0.48, 1.26]; 0
[0.5, 1.26]; 0
[0.52, 1.26]; 0
[0.54, 1.26]; 0
[0.56, 1.26]; 0
[0.58, 1.26]; 0
[0.6, 1.26]; 0
[0.62, 1.26]; 0
[0.64, 1.26]; 0
[0.66, 1.26]; 0
[0.68, 1.26]; 1
[0.7, 1.26]; 1
[0.72, 1.26]; 1
[0.74, 1.26]; 1
[0.76, 1.26]; 1
[0.78, 1.26]; 1
[0.8, 1.26]; 1
[0.82, 1.26]; 1
[0.84, 1.26]; 1
[0.86, 1.26]; 1
[0.88, 1.26]; 1
[0.9, 1.26]; 1
[0.92, 1.26]; 1
[0.94, 1.26]; 1
[0.96, 1.26]; 1
[0.98, 1.26]; 1
[1.0, 1.26]; 1
[1.02, 1.26]; 1
[1.04, 1.26]; 1
[1.06, 1.26]; 1
[1.08, 1.26]; 1
[1.1, 1.26]; 1
[1.12, 1.26]; 1
[1.14, 1.26]; 1
[1.16, 1.26]; 1
[1.18, 1.26]; 1
[1.2, 1.26]; 1
[1.22, 1.26]; 1
[1.24, 1.26]; 1
[1.26, 1.26]; 1
[1.28, 1.26]; 1
[1.3, 1.26]; 1
[1.32, 1.26]; 1
[1.34, 1.26]; 1
[1.36, 1.26]; 1
[1.38, 1.26]; 1
[1.4, 1.26]; 1
[1.42, 1.26]; 1
[1.44, 1.26]; 1
[1.46, 1.26]; 1
[1.48, 1.26]; 1
[1.5, 1.26]; 1
[1.52, 1.26]; 1
[1.54, 1.26]; 1
[1.56, 1.26]; 1
[1.58, 1.26]; 1
[1.6, 1.26]; 1
[1.62, 1.26]; 1
[1.64, 1.26]; 1
[1.66, 1.26]; 1
[1.68, 1.26]; 1
[1.7, 1.26]; 0
[1.72, 1.26]; 0
[1.74, 1.26]; 0
[1.76, 1.26]; 0
[1.78, 1.26]; 0
[1.8, 1.26]; 0
[1.82, 1.26]; 0
[1.84, 1.26]; 0
[1.86, 1.26]; 0
[1.88, 1.26]; 0
[1.9, 1.26]; 0
[1.92, 1.26]; 0
[1.94, 1.26]; 0
[1.96, 1.26]; 0
[1.98, 1.26]; 0
[2.0, 1.26]; 0
[0.0, 1.29]; 0
[0.02, 1.29]; 0
[0.04, 1.29]; 0
[0.06, 1.29]; 0
[0.08, 1.29]; 0
[0.1, 1.29]; 0
[0.12, 1.29]; 0
[0.14, 1.29]; 0
[0.16, 1.29]; 0
[0.18, 1.29]; 0
[0.2, 1.29]; 0
[0.22, 1.29]; 0
[0.24, 1.29]; 0
[0.26, 1.29]; 0
[0.28, 1.29]; 0
[0.3, 1.29]; 0
[0.32, 1.29]; 0
[0.34, 1.29]; 0
[0.36, 1.29]; 0
[0.38, 1.29]; 0
[0.4, 1.29]; 0
[0.42, 1.29]; 0
[0.44, 1.29]; 0
[0.46, 1.29]; 0
[0.48, 1.29]; 0
[0.5, 1.29]; 0
[0.52, 1.29]; 0
[0.54, 1.29]; 0
[0.56, 1.29]; 0
[0.58, 1.29]; 0
[0.6, 1.29]; 0
[0.62, 1.29]; 0
[0.64, 1.29]; 0
[0.66, 1.29]; 0
[0.68, 1.29]; 0
[0.7, 1.29]; 0
[0.72, 1.29]; 1
[0.74, 1.29]; 1
[0.76, 1.29]; 1
[0.78, 1.29]; 1
[0.8, 1.29]; 1
[0.82, 1.29]; 1
[0.84, 1.29]; 1
[0.86, 1.29]; 1
[0.88, 1.29]; 1
[0.9, 1.29]; 1
[0.92, 1.29]; 1
[0.94, 1.29]; 1
[0.96, 1.29]; 1
[0.98, 1.29]; 1
[1.0, 1.29]; 1
[1.02, 1.29]; 1
[1.04, 1.29]; 1
[1.06, 1.29]; 1
[1.08, 1.29]; 1
[1.1, 1.29]; 1
[1.12, 1.29]; 1
[1.14, 1.29]; 1
[1.16, 1.29]; 1
[1.18, 1.29]; 1
[1.2, 1.29]; 1
[1.22, 1.29]; 1
[1.24, 1.29]; 1
[1.26, 1.29]; 1
[1.28, 1.29]; 1
[1.3, 1.29]; 1
[1.32, 1.29]; 1
[1.34, 1.29]; 1
[1.36, 1.29]; 1
[1.38, 1.29]; 1
[1.4, 1.29]; 1
[1.42, 1.29]; 1
[1.44, 1.29]; 1
[1.46, 1.29]; 1
[1.48, 1.29]; 1
[1.5, 1.29]; 1
[1.52, 1.29]; 1
[1.54, 1.29]; 1
[1.56, 1.29]; 1
[1.58, 1.29]; 1
[1.6, 1.29]; 1
[1.62, 1.29]; 1
[1.64, 1.29]; 1
[1.66, 1.29]; 1
[1.68, 1.29]; 1
[1.7, 1.29]; 1
[1.72, 1.29]; 0
[1.74, 1.29]; 0
[1.76, 1.29]; 0
[1.78, 1.29]; 0
[1.8, 1.29]; 0
[1.82, 1.29]; 0
[1.84, 1.29]; 0
[1.86, 1.29]; 0
[1.88, 1.29]; 0
[1.9, 1.29]; 0
[1.92, 1.29]; 0
[1.94, 1.29]; 0
[1.96, 1.29]; 0
[1.98, 1.29]; 0
[2.0, 1.29]; 0
[0.0, 1.32]; 0
[0.02, 1.32]; 0
[0.04, 1.32]; 0
[0.06, 1.32]; 0
[0.08, 1.32]; 0
[0.1, 1.32]; 0
[0.12, 1.32]; 0
[0.14, 1.32]; 0
[0.16, 1.32]; 0
[0.18, 1.32]; 0
[0.2, 1.32]; 0
[0.22, 1.32]; 0
[0.24, 1.32]; 0
[0.26, 1.32]; 0
[0.28, 1.32]; 0
[0.3, 1.32]; 0
[0.32, 1.32]; 0
[0.34, 1.32]; 0
[0.36, 1.32]; 0
[0.38, 1.32]; 0
[0.4, 1.32]; 0
[0.42, 1.32]; 0
[0.44, 1.32]; 0
[0.46, 1.32]; 0
[0.48, 1.32]; 0
[0.5, 1.32]; 0
[0.52, 1.32]; 0
[0.54, 1.32]; 0
[0.56, 1.32]; 0
[0.58, 1.32]; 0
[0.6, 1.32]; 0
[0.62, 1.32]; 0
[0.64, 1.32]; 0
[0.66, 1.32]; 0
[0.68, 1.32]; 0
[0.7, 1.32]; 0
[0.72, 1.32]; 0
[0.74, 1.32]; 1
[0.76, 1.32]; 1
[0.78, 1.32]; 1
[0.8, 1.32]; 1
[0.82, 1.32]; 1
[0.84, 1.32]; 1
[0.86, 1.32]; 1
[0.88, 1.32]; 1
[0.9, 1.32]; 1
[0.92, 1.32]; 1
[0.94, 1.32]; 1
[0.96, 1.32]; 1
[0.98, 1.32]; 1
[1.0, 1.32]; 1
[1.02, 1.32]; 1
[1.04, 1.32]; 1
[1.06, 1.32]; 1
[1.08, 1.32]; 1
[1.1, 1.32]; 1
[1.12, 1.32]; 1
[1.14, 1.32]; 1
[1.16, 1.32]; 1
[1.18, 1.32]; 1
[1.2, 1.32]; 1
[1.22, 1.32]; 1
[1.24, 1.32]; 1
[1.26, 1.32]; 1
[1.28, 1.32]; 1
[1.3, 1.32]; 1
[1.32, 1.32]; 1
[1.34, 1.32]; 1
[1.36, 1.32]; 1
[1.38, 1.32]; 1
[1.4, 1.32]; 1
[1.42, 1.32]; 1
[1.44, 1.32]; 1
[1.46, 1.32]; 1
[1.48, 1.32]; 1
[1.5, 1.32]; 1
[1.52, 1.32]; 1
[1.54, 1.32]; 1
[1.56, 1.32]; 1
[1.58, 1.32]; 1
[1.6, 1.32]; 1
[1.62, 1.32]; 1
[1.64, 1.32]; 1
[1.66, 1.32]; 1
[1.68, 1.32]; 1
[1.7, 1.32]; 1
[1.72, 1.32]; 1
[1.74, 1.32]; 1
[1.76, 1.32]; 0
[1.78, 1.32]; 0
[1.8, 1.32]; 0
[1.82, 1.32]; 0
[1.84, 1.32]; 0
[1.86, 1.32]; 0
[1.88, 1.32]; 0
[1.9, 1.32]; 0
[1.92, 1.32]; 0
[1.94, 1.32]; 0
[1.96, 1.32]; 0
[1.98, 1.32]; 0
[2.0, 1.32]; 0
[0.0, 1.35]; 0
[0.02, 1.35]; 0
[0.04, 1.35]; 0
[0.06, 1.35]; 0
[0.08, 1.35]; 0
[0.1, 1.35]; 0
[0.12, 1.35]; 0
[0.14, 1.35]; 0
[0.16, 1.35]; 0
[0.18, 1.35]; 0
[0.2, 1.35]; 0
[0.22, 1.35]; 0
[0.24, 1.35]; 0
[0.26, 1.35]; 0
[0.28, 1.35]; 0
[0.3, 1.35]; 0
[0.32, 1.35]; 0
[0.34, 1.35]; 0
[0.36, 1.35]; 0
[0.38, 1.35]; 0
[0.4, 1.35]; 0
[0.42, 1.35]; 0
[0.44, 1.35]; 0
[0.46, 1.35]; 0
[0.48, 1.35]; 0
[0.5, 1.35]; 0
[0.52, 1.35]; 0
[0.54, 1.35]; 0
[0.56, 1.35]; 0
[0.58, 1.35]; 0
[0.6, 1.35]; 0
[0.62, 1.35]; 0
[0.64, 1.35]; 0
[0.66, 1.35]; 0
[0.68, 1.35]; 0
[0.7, 1.35]; 0
[0.72, 1.35]; 0
[0.74, 1.35]; 0
[0.76, 1.35]; 1
[0.78, 1.35]; 1
[0.8, 1.35]; 1
[0.82, 1.35]; 1
[0.84, 1.35]; 1
[0.86, 1.35]; 1
[0.88, 1.35]; 1
[0.9, 1.35]; 1
[0.92, 1.35]; 1
[0.94, 1.35]; 1
[0.96, 1.35]; 1
[0.98, 1.35]; 1
[1.0, 1.35]; 1
[1.02, 1.35]; 1
[1.04, 1.35]; 1
[1.06, 1.35]; 1
[1.08, 1.35]; 1
[1.1, 1.35]; 1
[1.12, 1.35]; 1
[1.14, 1.35]; 1
[1.16, 1.35]; 1
[1.18, 1.35]; 1
[1.2, 1.35]; 1
[1.22, 1.35]; 1
[1.24, 1.35]; 1
[1.26, 1.35]; 1
[1.28, 1.35]; 1
[1.3, 1.35]; 1
[1.32, 1.35]; 1
[1.34, 1.35]; 1
[1.36, 1.35]; 1
[1.38, 1.35]; 1
[1.4, 1.35]; 1
[1.42, 1.35]; 1
[1.44, 1.35]; 1
[1.46, 1.35]; 1
[1.48, 1.35]; 1
[1.5, 1.35]; 1
[1.52, 1.35]; 1
[1.54, 1.35]; 1
[1.56, 1.35]; 1
[1.58, 1.35]; 1
[1.6, 1.35]; 1
[1.62, 1.35]; 1
[1.64, 1.35]; 1
[1.66, 1.35]; 1
[1.68, 1.35]; 1
[1.7, 1.35]; 1
[1.72, 1.35]; 1
[1.74, 1.35]; 1
[1.76, 1.35]; 0
[1.78, 1.35]; 0
[1.8, 1.35]; 0
[1.82, 1.35]; 0
[1.84, 1.35]; 0
[1.86, 1.35]; 0
[1.88, 1.35]; 0
[1.9, 1.35]; 0
[1.92, 1.35]; 0
[1.94, 1.35]; 0
[1.96, 1.35]; 0
[1.98, 1.35]; 0
[2.0, 1.35]; 0
[0.0, 1.38]; 0
[0.02, 1.38]; 0
[0.04, 1.38]; 0
[0.06, 1.38]; 0
[0.08, 1.38]; 0
[0.1, 1.38]; 0
[0.12, 1.38]; 0
[0.14, 1.38]; 0
[0.16, 1.38]; 0
[0.18, 1.38]; 0
[0.2, 1.38]; 0
[0.22, 1.38]; 0
[0.24, 1.38]; 0
[0.26, 1.38]; 0
[0.28, 1.38]; 0
[0.3, 1.38]; 0
[0.32, 1.38]; 0
[0.34, 1.38]; 0
[0.36, 1.38]; 0
[0.38, 1.38]; 0
[0.4, 1.38]; 0
[0.42, 1.38]; 0
[0.44, 1.38]; 0
[0.46, 1.38]; 0
[0.48, 1.38]; 0
[0.5, 1.38]; 0
[0.52, 1.38]; 0
[0.54, 1.38]; 0
[0.56, 1.38]; 0
[0.58, 1.38]; 0
[0.6, 1.38]; 0
[0.62, 1.38]; 0
[0.64, 1.38]; 0
[0.66, 1.38]; 0
[0.68, 1.38]; 0
[0.7, 1.38]; 0
[0.72, 1.38]; 0
[0.74, 1.38]; 0
[0.76, 1.38]; 0
[0.78, 1.38]; 1
[0.8, 1.38]; 1
[0.82, 1.38]; 1
[0.84, 1.38]; 1
[0.86, 1.38]; 1
[0.88, 1.38]; 1
[0.9, 1.38]; 1
[0.92, 1.38]; 1
[0.94, 1.38]; 1
[0.96, 1.38]; 1
[0.98, 1.38]; 1
[1.0, 1.38]; 1
[1.02, 1.38]; 1
[1.04, 1.38]; 1
[1.06, 1.38]; 1
[1.08, 1.38]; 1
[1.1, 1.38]; 1
[1.12, 1.38]; 1
[1.14, 1.38]; 1
[1.16, 1.38]; 1
[1.18, 1.38]; 1
[1.2, 1.38]; 1
[1.22, 1.38]; 1
[1.24, 1.38]; 1
[1.26, 1.38]; 1
[1.28, 1.38]; 1
[1.3, 1.38]; 1
[1.32, 1.38]; 1
[1.34, 1.38]; 1
[1.36, 1.38]; 1
[1.38, 1.38]; 1
[1.4, 1.38]; 1
[1.42, 1.38]; 1
[1.44, 1.38]; 1
[1.46, 1.38]; 1
[1.48, 1.38]; 1
[1.5, 1.38]; 1
[1.52, 1.38]; 1
[1.54, 1.38]; 1
[1.56, 1.38]; 1
[1.58, 1.38]; 1
[1.6, 1.38]; 1
[1.62, 1.38]; 1
[1.64, 1.38]; 1
[1.66, 1.38]; 1
[1.68, 1.38]; 1
[1.7, 1.38]; 1
[1.72, 1.38]; 1
[1.74, 1.38]; 1
[1.76, 1.38]; 1
[1.78, 1.38]; 0
[1.8, 1.38]; 0
[1.82, 1.38]; 0
[1.84, 1.38]; 0
[1.86, 1.38]; 0
[1.88, 1.38]; 0
[1.9, 1.38]; 0
[1.92, 1.38]; 0
[1.94, 1.38]; 0
[1.96, 1.38]; 0
[1.98, 1.38]; 0
[2.0, 1.38]; 0
[0.0, 1.41]; 0
[0.02, 1.41]; 0
[0.04, 1.41]; 0
[0.06, 1.41]; 0
[0.08, 1.41]; 0
[0.1, 1.41]; 0
[0.12, 1.41]; 0
[0.14, 1.41]; 0
[0.16, 1.41]; 0
[0.18, 1.41]; 0
[0.2, 1.41]; 0
[0.22, 1.41]; 0
[0.24, 1.41]; 0
[0.26, 1.41]; 0
[0.28, 1.41]; 0
[0.3, 1.41]; 0
[0.32, 1.41]; 0
[0.34, 1.41]; 0
[0.36, 1.41]; 0
[0.38, 1.41]; 0
[0.4, 1.41]; 0
[0.42, 1.41]; 0
[0.44, 1.41]; 0
[0.46, 1.41]; 0
[0.48, 1.41]; 0
[0.5, 1.41]; 0
[0.52, 1.41]; 0
[0.54, 1.41]; 0
[0.56, 1.41]; 0
[0.58, 1.41]; 0
[0.6, 1.41]; 0
[0.62, 1.41]; 0
[0.64, 1.41]; 0
[0.66, 1.41]; 0
[0.68, 1.41]; 0
[0.7, 1.41]; 0
[0.72, 1.41]; 0
[0.74, 1.41]; 0
[0.76, 1.41]; 0
[0.78, 1.41]; 0
[0.8, 1.41]; 0
[0.82, 1.41]; 1
[0.84, 1.41]; 1
[0.86, 1.41]; 1
[0.88, 1.41]; 1
[0.9, 1.41]; 1
[0.92, 1.41]; 1
[0.94, 1.41]; 1
[0.96, 1.41]; 1
[0.98, 1.41]; 1
[1.0, 1.41]; 1
[1.02, 1.41]; 1
[1.04, 1.41]; 1
[1.06, 1.41]; 1
[1.08, 1.41]; 1
[1.1, 1.41]; 1
[1.12, 1.41]; 1
[1.14, 1.41]; 1
[1.16, 1.41]; 1
[1.18, 1.41]; 1
[1.2, 1.41]; 1
[1.22, 1.41]; 1
[1.24, 1.41]; 1
[1.26, 1.41]; 1
[1.28, 1.41]; 1
[1.3, 1.41]; 1
[1.32, 1.41]; 1
[1.34, 1.41]; 1
[1.36, 1.41]; 1
[1.38, 1.41]; 1
[1.4, 1.41]; 1
[1.42, 1.41]; 1
[1.44, 1.41]; 1
[1.46, 1.41]; 1
[1.48, 1.41]; 1
[1.5, 1.41]; 1
[1.52, 1.41]; 1
[1.54, 1.41]; 1
[1.56, 1.41]; 1
[1.58, 1.41]; 1
[1.6, 1.41]; 1
[1.62, 1.41]; 1
[1.64, 1.41]; 1
[1.66, 1.41]; 1
[1.68, 1.41]; 1
[1.7, 1.41]; 1
[1.72, 1.41]; 1
[1.74, 1.41]; 1
[1.76, 1.41]; 1
[1.78, 1.41]; 1
[1.8, 1.41]; 0
[1.82, 1.41]; 0
[1.84, 1.41]; 0
[1.86, 1.41]; 0
[1.88, 1.41]; 0
[1.9, 1.41]; 0
[1.92, 1.41]; 0
[1.94, 1.41]; 0
[1.96, 1.41]; 0
[1.98, 1.41]; 0
[2.0, 1.41]; 0
[0.0, 1.44]; 0
[0.02, 1.44]; 0
[0.04, 1.44]; 0
[0.06, 1.44]; 0
[0.08, 1.44]; 0
[0.1, 1.44]; 0
[0.12, 1.44]; 0
[0.14, 1.44]; 0
[0.16, 1.44]; 0
[0.18, 1.44]; 0
[0.2, 1.44]; 0
[0.22, 1.44]; 0
[0.24, 1.44]; 0
[0.26, 1.44]; 0
[0.28, 1.44]; 0
[0.3, 1.44]; 0
[0.32, 1.44]; 0
[0.34, 1.44]; 0
[0.36, 1.44]; 0
[0.38, 1.44]; 0
[0.4, 1.44]; 0
[0.42, 1.44]; 0
[0.44, 1.44]; 0
[0.46, 1.44]; 0
[0.48, 1.44]; 0
[0.5, 1.44]; 0
[0.52, 1.44]; 0
[0.54, 1.44]; 0
[0.56, 1.44]; 0
[0.58, 1.44]; 0
[0.6, 1.44]; 0
[0.62, 1.44]; 0
[0.64, 1.44]; 0
[0.66, 1.44]; 0
[0.68, 1.44]; 0
[0.7, 1.44]; 0
[0.72, 1.44]; 0
[0.74, 1.44]; 0
[0.76, 1.44]; 0
[0.78, 1.44]; 0
[0.8, 1.44]; 0
[0.82, 1.44]; 0
[0.84, 1.44]; 1
[0.86, 1.44]; 1
[0.88, 1.44]; 1
